user_id,item_id,rating,timestamp
0,23,4,978300019
0,16,5,978300055
0,20,4,978300055
0,29,5,978300055
0,28,5,978300172
0,1,4,978300275
0,4,5,978300719
0,39,4,978300719
0,0,5,978300760
0,36,4,978300760
0,6,4,978301368
0,43,4,978301398
0,35,4,978301570
0,33,5,978301590
0,40,5,978301619
0,14,5,978301713
0,8,4,978301752
0,11,5,978301753
0,34,4,978301753
0,13,4,978301777
0,31,5,978301777
0,37,5,978301777
0,19,4,978301953
0,3,5,978302039
0,15,4,978302039
0,30,4,978302091
0,44,4,978302091
0,10,4,978302124
0,41,4,978302149
0,42,4,978302174
0,12,4,978302188
0,38,5,978302205
0,5,4,978302268
0,9,4,978302281
0,21,4,978824139
0,17,5,978824195
0,7,5,978824268
0,25,4,978824268
0,32,5,978824268
0,2,5,978824291
0,22,4,978824291
0,27,4,978824291
0,24,4,978824330
0,26,4,978824330
1,86,4,978298124
1,52,4,978298151
1,63,5,978298261
1,108,4,978298372
1,74,5,978298391
1,0,5,978298413
1,109,5,978298413
1,54,4,978298434
1,73,4,978298434
1,70,5,978298458
1,39,4,978298478
1,87,5,978298517
1,105,4,978298517
1,51,5,978298542
1,72,4,978298542
1,75,5,978298542
1,97,5,978298600
1,55,4,978298625
1,66,5,978298625
1,79,5,978298625
1,61,5,978298652
1,111,5,978298652
1,14,4,978298673
1,45,5,978298709
1,84,5,978298730
1,94,5,978298750
1,90,4,978298775
1,101,5,978298775
1,67,4,978298813
1,34,5,978298813
1,68,5,978298814
1,60,5,978298841
1,91,5,978298841
1,107,5,978298841
1,104,4,978298924
1,53,5,978298958
1,82,4,978298958
1,46,4,978299000
1,76,4,978299026
1,83,5,978299083
1,58,4,978299120
1,92,4,978299200
1,57,5,978299220
1,71,4,978299269
1,48,4,978299297
1,50,5,978299297
1,78,4,978299297
1,65,4,978299321
1,100,4,978299386
1,93,5,978299418
1,44,5,978299418
1,47,4,978299620
1,64,4,978299620
1,89,4,978299641
1,110,5,978299686
1,69,4,978299773
1,40,4,978299773
1,88,4,978299773
1,99,4,978299773
1,56,5,978299809
1,77,5,978299809
1,95,4,978299809
1,96,5,978299809
1,103,4,978299809
1,98,4,978299839
1,102,4,978299839
1,81,4,978299861
1,80,5,978299889
1,49,4,978299913
1,59,4,978300002
1,85,4,978300100
1,106,5,978300100
2,73,4,978297039
2,136,4,978297068
2,33,4,978297095
2,123,5,978297396
2,126,5,978297419
2,127,4,978297419
2,132,5,978297419
2,83,4,978297439
2,36,5,978297512
2,84,4,978297539
2,134,4,978297539
2,125,5,978297570
2,86,5,978297570
2,131,4,978297570
2,52,4,978297600
2,118,4,978297600
2,120,5,978297600
2,77,4,978297690
2,117,5,978297710
2,119,4,978297757
2,124,5,978297757
2,133,4,978297757
2,130,4,978297777
2,135,4,978297777
2,121,4,978297805
2,122,4,978297837
2,115,4,978297867
2,137,5,978298079
2,112,4,978298147
2,113,4,978298147
2,129,5,978298166
2,116,5,978298296
2,60,5,978298296
2,2,5,978298430
2,128,5,978298459
2,114,4,978298486
3,19,4,978293964
3,51,5,978294008
3,77,4,978294008
3,36,5,978294199
3,86,5,978294199
3,144,5,978294199
3,40,5,978294230
3,143,4,978294230
3,145,5,978294230
3,35,5,978294230
3,146,5,978294230
3,140,4,978294260
3,103,4,978294260
3,142,4,978294260
3,147,5,978294260
3,139,4,978294282
3,141,4,978294282
4,188,4,978241072
4,6,4,978241072
4,158,5,978241112
4,73,4,978241390
4,161,5,978241556
4,155,4,978241981
4,2,5,978241981
4,215,4,978241981
4,174,4,978242016
4,186,5,978242323
4,187,4,978242541
4,149,4,978242607
4,180,4,978242607
4,195,4,978242640
4,203,4,978242679
4,199,5,978242740
4,178,4,978242788
4,165,4,978242977
4,194,4,978242977
4,35,4,978242977
4,206,5,978243054
4,162,4,978243085
4,151,5,978243121
4,148,4,978243170
4,166,5,978244114
4,170,5,978244114
4,163,4,978244177
4,87,4,978244177
4,43,4,978244177
4,185,5,978244177
4,167,5,978244205
4,197,5,978244205
4,168,5,978244493
4,88,5,978244493
4,181,4,978244493
4,220,4,978244493
4,207,5,978244540
4,172,4,978244568
4,182,4,978244568
4,200,4,978244603
4,212,4,978244603
4,219,4,978244603
4,173,4,978244624
4,184,4,978244667
4,160,4,978244692
4,150,5,978244759
4,164,4,978244759
4,176,5,978244808
4,201,4,978244830
4,175,5,978244852
4,218,4,978244852
4,205,4,978244893
4,216,4,978244962
4,214,4,978245037
4,198,4,978245065
4,211,5,978245065
4,213,4,978245065
4,177,4,978245314
4,154,4,978245334
4,204,4,978245334
4,191,4,978245445
4,210,4,978245445
4,152,4,978245513
4,156,4,978245513
4,196,4,978245568
4,208,4,978245568
4,153,4,978245645
4,56,4,978245645
4,202,5,978245740
4,190,4,978245763
4,159,4,978245829
4,209,4,978245863
4,75,4,978245891
4,183,4,978245891
4,157,4,978245999
4,169,4,978245999
4,189,4,978245999
4,179,4,978246162
4,217,4,978246426
4,171,5,978246450
4,193,4,978246504
5,228,4,978236075
5,133,4,978236122
5,247,4,978236122
5,230,4,978236219
5,236,4,978236219
5,243,4,978236383
5,245,4,978236383
5,138,4,978236567
5,244,4,978236567
5,253,4,978236567
5,235,4,978236612
5,221,5,978236670
5,222,4,978236670
5,227,5,978236670
5,246,5,978236670
5,64,4,978236771
5,89,4,978236809
5,252,4,978236876
5,32,4,978237008
5,241,5,978237273
5,239,4,978237444
5,219,4,978237444
5,25,4,978237511
5,7,4,978237511
5,225,5,978237570
5,226,4,978237570
5,18,5,978237570
5,24,4,978237570
5,248,5,978237570
5,224,4,978237691
5,251,5,978237691
5,11,5,978237767
5,234,5,978237767
5,240,5,978237767
5,249,5,978237767
5,37,4,978237767
5,59,4,978237909
5,232,4,978237909
5,242,4,978237909
5,229,5,978238036
5,53,4,978238195
5,238,5,978238195
5,237,5,978238230
5,1,5,978238230
5,250,4,978238256
5,254,4,978238288
5,223,4,978238371
5,101,4,978238851
5,233,4,978238948
6,16,4,978234581
6,77,4,978234607
6,258,4,978234632
6,84,5,978234632
6,264,4,978234659
6,49,4,978234737
6,259,5,978234737
6,238,4,978234737
6,56,5,978234786
6,69,5,978234786
6,88,5,978234786
6,99,5,978234786
6,66,5,978234786
6,40,5,978234786
6,256,5,978234842
6,257,4,978234842
6,124,5,978234842
6,261,5,978234842
6,189,4,978234842
6,255,4,978234874
6,81,5,978234874
6,96,5,978234874
6,260,4,978234874
6,262,4,978234874
6,263,5,978234874
7,52,4,978228789
7,293,5,978228832
7,188,5,978228882
7,303,4,978228882
7,260,4,978228960
7,77,5,978228960
7,69,5,978229138
7,40,5,978229138
7,301,5,978229138
7,35,5,978229138
7,256,5,978229172
7,88,5,978229172
7,66,5,978229172
7,169,4,978229204
7,171,5,978229204
7,300,4,978229204
7,205,5,978229204
7,95,5,978229246
7,291,5,978229246
7,274,5,978229293
7,189,4,978229293
7,263,5,978229347
7,98,4,978229347
7,311,5,978229347
7,265,5,978229391
7,306,5,978229477
7,271,5,978229524
